"text","hate"
"Desperate move from the president. Grabe Pilipinas! Sadly, siniraan na nila si Poe at Binay. Magkakakilala na sila. Di na yan aatras! Hello!",1
"Anong nangyayari? Bakit umabot ng 4 Million ang boto ni Mar Roxas! Goodness! ??????",1
"Ngunit matapos mag-viral ang post ni John Carlos, mayroon daw netizen na nagmagandang loob at tumulong na mabigyan ng maayos na burol at libing si Gonzales.",0
"""Di ko maiwasang mahabag nung nakita ko siya,""""Stay strong tatay napaka swerte ng mga anak at apo mo di alitana ang pandemic sayong eded para lang sa mga mahal mo sa buhay sa kabila ng edad mo .",0
"Ako lang ba ang annoyed sa ad ni Binay? Feeling ko nagbblack screen of death TV namin. Lol.",1
"@carlomer ahahahaha. Di kasi makikita si binay eh #medyomadilim",1
"Tanong ko nasaan ang kasama nya.",0
"Hay naku binay",1
"Wala kaming pake, Grace Poe.",1
"LORD KAPAG HINDI MAN PO MANALO SI MAR ROXAS. PWEDE NYO NA PO SIYANG KUNIN. ????

#DU30 #Duterte 
#RIPMarRoxas",1
"If binay wins.. I dont want to live in this country anymore.. I give up.. Incurable na kabobohan sa atin.. :( https://t.co/mLHgqDiiQy",1
"""ikaw na nagblovlog sa kanya panay kuha ng vvideo bakit di mo na lang tulungan bigyan ng makain at ipaupo mo sa isang lugar na hindi mainit video ka ng video,"" sabi ni Lorna Santos.",0
"@ANCALERTS LOL..
That is a real program of the government its not a promise or a bribe as the other candidate said like Binay who is a liar.",1
"Okay?",0
"Mar Roxas, hindi na ko magtataka kung bakit ka pumangalawa ?? ?? ??",0
"But again, this kind of teacher is not a good example to his students.",0
"Cruz National High School, San Juan Leyte (1996) Larawan mula Suel Vela Marami ang nagpahayag ng kani-kanilang mga saloobin at opinyon partikular na ang mga kapwa guro ni Gng.",0
"Puro kayo Sandro Marcos, pano naman yung anak ni Binay. Pwe.",1
"Lola: Oo ayaw galit na galit sila kay Marcos.",0
"We've been a member for how many years now.",0
"Buburahin niyo ‘to ng dila niyo...",0
"ITAEWON CLASS is about dignity in ambition.",0
"RT @beeyotchWP: If Binay didn't make a good VP, why the hell do you think he'd make a good president? Good Lord ??",1
"Mula sa kanyang mga empleyado, mga kaibigan, pamilya at mga taong nakasalamuha nya sa ibat-ibang dekada ng buhay.",0
"@ABSCBNNews Oh hindi ba si MAR ROXAS dati may hawak ng departamento namamahala sa transportation ? ni hindi nya naaus yan PILIPINAS PA KAYA!",1
"Jollibee + Binay = Jollibinay. Toinks.",1
"Ang iba, bukod sa hindi maayos ang kanilang mga pamilya, ay naghahanap na lamang ng isang lugar kung saan makakapanood sila ng telebisyon.",0
"Umay talaga ko don sa ads ni binay hahahahaha pabidaaaa??????",1
"*binay's ad plays on tv
nanay: *whispers pwet mo, gago",1
"Kahit anong labas ng pera ni Mar Roxas panalo parin ang magaling !!! #DU30 #HalalanResults #DayaangDILAW",1
"Tanginamo Mar Roxas! Wala kang mauuto! ??????????",1
"Binay!!! Your experience in the executive department did nothing good for this country.Don't brag about your senseless experience!",1
"VP Binay ’s wealth which is 2,300% increase over 26 years in public service and his 700M campaign expense so far is a HUGE mystery.",1
"Tanga ni Binay. Putang ina tanga nya! #NoToBinay",1
"So the anti Duterte ads in ABS-CBN has started huh. They even had to use innocent children for their black propaganda. That's so DECENT",1
"We are creating worries sa buong bansa based from speculations,"" paliwanag ni Faeldon.",0
"""Kinutuban ako pero deny ka din ng deny hanggang sa nagkalabuan na talaga tayo at ulit nag decide tayo na wag na muna mag usap at mag hiwalay na.",0
"So I had crocodile meat for lunch. Binay Family, c'mon down! #PalawanForAllAllForWan @ Ka Joel's… https://t.co/2JxKCcruzP",0
"OMG an anti-Binay commercial!!!",0
"@iamnicocuison Opo binay wag kang mag alala, di kita iboboto. HAHAHAHAHA #SOOMPIAWARDS2015 #TeamSuperJunior",1
"P*****-*na talaga.",0
"Langya, 3k na babayaran ko sa tuition. Ibalik niyo si BINAY! Mga bwiset! ????????????",1
"‘Yun ang kailangan natin i-address, ang pang-aapi, hindi lang ng mga banyag kung hindi mismo yung mga namumuno sa atin,"" sabi ni Trillanes.",1
"@bilbil @mrsunlawyer hehehe..good morning ladies. :)

Mad badtrip yung nada Banawe rice terraces. Thanks to Binay. @tomas_md",1
"Viral ngayon sa social media ang isang ama matapos nitong ibahagi ang kanyang ginawang sakripisyo para sa kanyang grumaduate na anak.",0
"Tunghayan ang nakaka-antig pusong kwento ng isang batang estudyante kung saan ay ibinahagi ng isang guro ang kalagayan ng kanyang masipag at mapag-mahal na estudyante.",0
"Narito ang ilang komento ng ating mga netizens: Talaga nga naman proud ang mga Pinoy dahil sa dedikasyon at kasipagan niya upang makamit kung nasaan man siya ngayon.",0
"4 govt agencies after investigation w evidence says Binay is corrupt. @syrillecute @Chip2chip2 @BinayTeam @iamcitizenp @ClarenzeNixon",1
"Baka si live debate aabsent yung mga shungang kandidato kasi walang maisagot.
For sure absent ulit si Binay. 
#CircusPolitics",1
"Pesteng yan si binay nakakairita haha",1
"Sabi ko sa inyo, yung babae na alam pano dalhin sarili nya, kahit saan nyo ilagay yan aangat yan, at kahit wag mo bigyan ng pera yan magkakaroon yan kasi alam nya dumiskarte sa buhay.",0
"Screenshot mula sa post ni Mortel sa Twitter Ang pagkakaroon ng kanser ay talagang isang nakakadurog sa puso at talagang nakakalungkot.",0
"Dito na nagkausap ang dalawa.Ikinuwento ni tatay kay Glor na isa sa mga kumukuha ng LET ay ang kanyang anak na lalaki.",0
"@ABSCBNNews @chiarazambrano naligaw si Binay jan, kasi jan daw makikita ang taong di plastic ahahaha",1
"Bakit?",0
"Kapag napantayan ni Mar Roxas ang boto nila Duterte or Miriam D. Santiago magdasal dasal na tayo ???? #PrayForPhilippines",1
"Mar Roxas on MRT ""Yan na ang nadatnan natin."" Ay puta. Di ganyan kay Gloria MRT gago ka",1
"@interaksyon Binay na naman ang masama! grabe kayo! 

#OnlyBinayMakatiSanKaPa",1
"#MarRoxas, KARMA IS A BIGGER BITCH than you,  bitch! Beware.",1
"Haaay nakooo binay, leche sarap patayin ng tv pag may commercial ka..",1
"All these celebrities na over yung pag-iinarte dahil bullied raw sa social media. hala! paano nalang yung Binay Family? +",1
"Binay got burned by UP studs. Well done Maroons. ??",1
"Meanne Hermosa Abuyo | FacebookSa panahon ngayon at dahil sa nararanasan na kahirap@n ng ilan nating mga kababayan ay kaliwa't kanan ang mga programa upang makatulong sa mga nangangailangan.Kaya naman napakarami rin ang taos pusong nagbibigay ng kung ano pa man ang nasa abot ng kanilang makakaya.",0
"Shut up, Mar Roxas.",1
"Aniya, ""Congrats nak ayan pinag ipunan q talaga yan para sa graduation mo ilang alak hd q ininom makaipon lng ng pambile ng cp mo n matagal mo ng hinihinge""'.",0
"Sa kabila ng aliw na dulot ng pag-aalaga ng mga ito, nagbigay naman ng babala ang isang 'concerned plantito' patungkol sa pag-aalaga ng halaman na muntik na umanong lumason sa kanyang anak.",0
"- Kenneth TanDito kasi sa pilipinas, konting higpit lang, kala mo in*buso na.",0
"Pwede mo rin piliin ang Lucky Pick kung sakaling wala ka pang maisip na numero.",0
"maraming salamat din po sa mga umorder ng walis di po talaga kayo nag dalawang isip na bilhin po amg walis ni tatay!",0
"I don't like Senator Sotto in most of his previous stands especially about politics, but this time, i agree with him.",0
"Bwiset ka Binay. Pinapatawa moko ng bongga HAHAHAHAHAHAHAHA",1
"RT @InquirerBiz: Investors wary of a #Binay win–EIU
https://t.co/5rSDis51pp | @BenArnolddeVera #VotePH2016 https://t.co/EMoPRvm1IY",0
"""Sa tatlompu't isang taon, Hindi nya ako iniwan, hindi nya ako binitawan, lahat kinaya ni Mama para sa akin.",0
"CONFIRMED MANDADAYA SI MAR ROXAS AND THE REST OF THE LP GROUP!!! nanawag akong mama. gikan sya Talomo Elem... https://t.co/eNV7WdP2RO",1
"Naaano ako dun sa ad ni binay eh ??",1
"Pag nanalo si MAR ROXAS sa pagiging president hay nako tangina lalayas ako dito sa pilipinas!",1
"Binay sues Ombudsman, senators for P200M via @rapplerdotcom http://t.co/RjJko2kiQY

Scare tactics by the rich and corrupt.",1
"""Bakit kung sino pa ang nognog siya pa ang nagbigay liwanag.""

REALLY BINAY?",1
"Parehas na kami may kanya-kanyang buhay at naka move on narin kami at naka-pagusap na.",0
"""Iboboto ko si Binay kasi taga-north din siya. Para solid north tayo. Binay-Marcos"" REALLY! ? LAAAAAME",1
"Mar Roxas na Mahangin?! Iba na lang! wag kame! #AyawSaDILAW",1
"Grabe yung kay binay. ????????????",0
"* habang nakasakay sa Jeep *
Ate 1: Ang ganda ng paliwanag ni Binay kanina no? Naku Binay talaga ang iboboto ko
Ate 2: oo nga

Me: ????",1
"Nakatuon ang atensyon ng lahat kay Duterte. Kinakabahan ako na baka ina-underhand na tayo ni Binay. Baka magulat na lang tayo sa eleksiyon.",1
"Kasi di ko naman kailangan mag post para manira or hilahin ka pababa.",0
"Hinangaan at ikinatuwa ng mga netizens ang mag-inang mula sa Negros Occidental na parehas nang centenarian.Lola Magdalena at Lola Francisca Susano / Photo credit to the ownerSi lola Francisca Susano na taga Kabankalan, Negros Occidental ay kinikilala bilang oldest person living in the Philippines.Si lola Francisca ay 123 taong gulang at magdiriwang ng kanyang kaarawan sa darating ng Setyembre 11.",0
"Kinuha Tinatarantado na tayo eh.",0
"Humiling din siya sa mg tao na mahabag kay Robredo at bigyan ito ng utak.",1
"It's not about permits or compliance to requirements but the morality of maintaining it knowing that it is destroying our indigenous children,"" sabi naman ni Major General Antonio Parlade Jr.",0
"Nakakairita yung tvc na para kay binay. Hehe",1
"RT @AlbieCardenas: Contrary to most fears, Binay will not be doling out favors. Magiging busy yan kakaganti at kakakurakot.  https://t.co/v…",1
"Kasi minsan noon sa Bicol, magkakasama kami, nagnanakaw kami ng barya sa may tricycle kasi gutom kami at wala kaming pera.",0
"Nako pag nakikita ko talaga si Pnoy tsaka Mar roxas nababadvibes ako e. Sarap hampasin ng dos por dos. Sorry not sorry.",1
"I am packed and ready to go and arrest Duterte.""",0
"Nagresign na si VP Binay ang ubra ko wala pa nabawasan. #stockpile",1
"And just seconds after that, anong narinig mo?",0
"Kaya siguro nagboo ang mga LP sa sinulog kasi talo na si mar roxas! Go Binay! #binayforpresident #NogNogSinunog  https://t.co/gxe6iL40dS",1
"Palace on Binay’s belittling economic growth: Facts are facts https://t.co/KmmvkLAfCK https://t.co/1yGTWQb2CP",0
"[TRENDIN NOW] BAGONG VIDEO NG MGA KAPALPAKAN NI MAR ROXAS https://t.co/j9Ky2WrvEb",1
"Nakiusap rin si Darlene na huwag husgahan ang mga katulad nilang nagtatrabaho sa DSWD dahil ginagawa lamang nila ang kanilang tungkulin.",0
"Mirriam at the bottom? That's very unacceptable while seeing Roxas and Binay over her ?? #votebuyingPamore",1
"Binay to Duterte: ""You are a crazy maniac who doesn't respect women and doesn't deserve to be pres."" | @dqdevera https://t.co/BJQNqyo3G3",1
"Juskoo bigla sya umusog na out of balance tuloy ako,"" Sa kabilang banda, hindi lahat ng pagkakataon ay may ganitong nakakatuwang eksena sa loob ng pampasaherong jeep.",0
"Ito ang halimbawa ng sikad.",0
"Nakakaasar yung advertise ni Binay napakaplastic amp",1
"@akosiduke23 Mas kasalanan ni Binay talaga to eh hahahah",1
"Binay, tigil tigilan mo yang mga commercial mo.",1
"""Ang mahirap dito kay Senator Drilon, basta may isyu, kahit taliwas ay sinasabi niya.",0
"Dahil ni Binay, di ko napanood ang ending ng Pangako Sa'yo. Cause ka ng traffic. Di kita iboboto. Hahahaha.",0
"Yung alam mong wala kang pag asa kay sandro kaya kay jojo binay ka nalang.  HAHAHAHAHAHAHA POTEK PALA.",1
"Para kayong mga Binay! Nilalaglag ninyo mismo ang sarili ninyong administrasyon kung saan naging kabilang naman kayo! Mga inutil!",1
"Hayop na MAR ROXAS to pumapangalawa!??",1
"*nagflash yung commercial ni Binay na may linyang 'pinatunayan ni nognog...etc'*

Ate M: Pinatunayan ni nognog na may mas maitim pa sakin.",1
"Tangina talaga ng ad ni binay eh",1
"Nagmartsa ang mga taong ito patungo sa Philippine International Convention Center (PICC).",0
"""I am ordering General Albayalde and the military to stop all these government — government-granted games which involves corruption.",0
"Aftermath of the #Binay #Rally reflects who they are. | #dirty #corrupt #votewisely #Makati #mondaymotivation https://t.co/UhG8loEyKP",1
"naturingan pa naman na graduate ""daw"" ng wharton si mar roxas, pero parang mangmang sa mga ginagawa niya",1
"Banat ni Olivares, mananagot din daw ba si Robredo sa pagkawala ng buhay ng mga alagad ng batas?",0
"Sila ang unang nakapansin at may alam tungkol sa relasyon nila pero bakit wala silang ginawa?",0
"Segway: Anong inarte ng tv ad ni Binay at Mar?! Sarap pag untugin.",1
"Kung sino man ang mga magulang ng baby na yan, shame on you!",1
"Nakatakdang idetalye ng Quezon City Police District (QCPD) ang kanilang pagkaka-aresto sa isang press conference ngayong araw.",0
"Nakaka badtrip talaga ung advertisement ni Binay ??",1
"Si Paolo ay laging may dalang malaking termos na kung saan meron ng mainit na tubig.",0
"Thanks be to God!",0
"Digong on Binay woes: He brought it on himself #Halalan2016 https://t.co/A3u6oaNH4M",0
"Kinausap ni Matubang si lola at tinanong kung saan ang punta nito.",0
"Grabe si binay oyy",1
"""@AteCharon: Si Binay mukhang dementor noh hahaha nanghihigop ng happy memories pag napapanood ko ads nya""",1
"Walang namatay sa osmak ng dahil sa hirap? Walang kwenta mga doctor at nurses mo dun Binay, ang tataray pa. #PiliPinasDebates2016",1
"Binay:Unlike my rivals who studied in exclusive schools abroad,Iknow how hard it is to eke out a living.Values shaped by experience #PHvote",0
"Wag kang matakot sa multo. Matakot ka pag si Binay ang nanalo bilang pangulo. #RIPInangBayan ??",1
"source",0
"RT @EdcelGonzales: Naiimbyerna ako dito sa adsni Binay. ????",1
"Dito na raw nagalit ang lalaki at sinugod sila.",0
"Si Robredo ay hinamon ni Pangulong Duterte na makibahagi sa anti-drug operation ng gobyerno dahil sa palagian nitong pagpuna sa kampanya kontra-droga ng pamahalaan.",0
"Ayan oh, nasa harap ako ng tahanan ko, trespassing na yan!""",0
"Very noisy, too.",0
"(hiyanghiya ba daw ang mga bayani ng Marawi sa ""galing"" nya?).",1
"RT @nbguevarra: ""Only Binay"" pucha kailan matatapos to?! ????",1
"ISA RIN TONG SI PINOY, PAATRASIN DIN SINA MIRIAM, BINAY AT POE PARA MALAMANGAN SI DU30. WTF. GAGAGA",1
"ito ay upang mabawasan ang malayong distansiya ng apoy sa base ng kaldero o palayok pag nag luluto.",0
"Si @senmiriam lang maaasahan sa debate. Puro pamemersonal sina Poe, Binay, Roxas at Duterte! #Miriam2016 #TeamEXO https://t.co/7SZ4lCARhy",1
"Ang puti ko kaya ohh
Sa nag sasabing binay ako jan oh
Naaay....… https://t.co/Qz3KJtNPAU",1
"Democracy ba ang diktahan ang mga boboto na iboto sila? Dba yan ang gusto ni Mar Roxas at PNoy? Yan ba ang democracy na sinasabi nyo?",1
"Tigas talaga ng mukha ni binay",1
"Nick Salazar: bkit kanya kanya ng interpretasyon ?",0
"If Mar Roxas will win. the purge will be begin #DayaangDILAW ??",1
"RT @OhEmGIL: Ayoko ng tinatapakan ako. Ayoko ng masikip, ayoko ng mabaho, ayoko ng putik. -- Binay #MaricelSorianoMode https://t.co/ZxRRzcz…",1
"Hindi ako ulol, ‘oy!",0
"Unang unang pumiyok sina kinatwan teddy baguioat at edcel lagman.",0
"Doon, mababasa ang panghihikayat ng networker sa vendor na sumali ito sa networking business na magiging susi umano sa kaniyang pag-unlad.",0
"Mali libreng ticket nila.. Parang flyers ni BINAY!

 #ShowtimeAnimversary 
AlingBelenOfficial https://t.co/bNdWpbfx8v",1
"Binay. You are so damn pathetic.",1
"Hindi niyo alam kung ga'no ako kasaya na wala ng political ads. Hindi na ako ma-LSS sa Only Binay.",0
"Ngunit iginiit pa ni @moniiinay, naunang umalis ang pamilya at ang kasambahay kaysa sa kanya kaya naman nasaksihan niya ang buong pangyayari.",0
"See how Duterte says ""I"", ""I,"" and more ""I""? Classic narcissist. Sya Lang magaling. Pwe. #NoToDuterte #MBCDialogues.",1
"This new Binay commercial is shit ??",1
"RT @akosinix08: Ayaw nyo kay Roxas, pinatalsik niyo si Poe. Tapos ngayon ayaw na rin kay Duterte. So ano to? Si Binay nalang?

NO.",1
"Mabuhay binay aba. Hahahahaha Hayop",1
"hnd lang sya bastos at maniac mamatay tao pa #Notodutirty 
Yes to #RoxasRobredo 
#RoxasWantedPresident  https://t.co/t2KQIeYitA",1
"Wala naman sumita sakin kaya naman, nasundan pa ang pagtitinda ko sa Baste""Habang tumatagal, pahirap ng pahirap ang mga subjects namin.",0
"@rapplerdotcom Binay: Kinakabahan. Miriam: so-so. Duterte: Swabe. Poe: Pangako-Queen. Mar: Drama King.",1
"Alyansang Santiago at Marcos sa 2016, hindi pa pormal | https://t.co/ZHUm8jWjvy @bongbongmarcos @senmiriam",0
"@needbreaktime Yes. Duterte is not fit to be the country's chief diplomat. He should remain in Davao and not bring disgrace to PH.",1
"""Hindi po ako magaling magkwento, sana maunawaan nyo pa din po.",0
"Ginawa kong 75 para pumasa,"" saad niya.",0
"Photo credit to BIHIS CALLE's Facebook pageLubos din ang paghangang ipinakita ng mga netizens kay tatay kaya naman inulan ng napakaraming reactions, comments and shares ang naturang post.Photo credit to BIHIS CALLE's Facebook pageNarito ang nakaka-antig na post, Basahin:""Maraming bata ang nahihilig sa lokal.. BIGYAN NATIN DISCOUNT YUNG MASIPAG NA TATAY, MABILI LANG ANG GUSTO NG KANYANG ANAKPAKABAIT KA BATA.",0
"Sa kabilang banda, nagbigay naman ng parangal ang Kapamilya actor na si Albert Martinez sa kaniyang pumanaw na biyenan na si Amalia Fuentes sa pamamagitan ng pagbabahagi ng ilang mga litrato ng beteranong aktres sa kaniyang Instagram account.",0
"So tumawag na ako sa Gcash Customer Care at sabi nila dun ako sa website nila gumawa ng ticket.",0
"12 pesos ang bawat 3-number combinations.",0
"Ang yaman ni Binay..  Twice ang paid ad in one gap.",1
"Photo credit to the ownerPhoto credit to the ownerSa dating batas, mahirap makulong ang mga lalaking may kabit.",0
"Bansot pandak nognog supot BINAY haha",1
"Yung kili-kili mo parang si Binay, MADILIM! @TrillanesSonny #NogNogHambog",1
"We might need a miracle of some sort to ensure that Binay doesn't become the next president

The abundance of bobotantes justify my concerns",1
"Kaya huwag kayong mag gawa ng kalokohan at mag-riot-riot diyan because I will order you detained at bibitawan ko kayo pagkatapos na wala na itong COVID... Huwag ninyo akong takutin ng gulo-gulo kasi kung gusto talaga ninyo ng gulo, guguluhin natin ang bayan natin tutal wala pa namang pagkain.",0
"It was a bit hard since I was alone.""",0
"Kaya po eh explain ko po Yung nangyari noong una nag order ako pero nagloloading po at matagal yung net at data sa app, di ko po namalayan na naorder na pala iyon at nadalawa na pala yung order ko, noong dumating Ang inorder po namin may tumawag ulit di ko nalang pinansin dahil dumating na Yung order.",0
"Pwede ba President si Duterte tapos Vice President si Miriam? Naglaban pa kayo. &lt;/3",0
"Why do I get the feeling Mar Roxas is turning people off ON PURPOSE? #AyawSaDilaw",1
"Duterte? Poe? Mar? Or Miriam?

Sorry walang Binay :3",1
"Maarin ilabas din daw ang warrant of arrest laban kay Laurio.",0
"Samantala, trending ngayon sa Twitter ang pangalan ni Tiffany Uy at dumadagsa ang paghanga at pagbati ng mga netizens sa kanya.",0
"Pag si roxas at binay, papaniwalaang nag-vote buying. Si duterte, hindi.

how 2 be u po guys #OnlyB1NAYPresidente VOTED BINAY PLS COUNT",1
"Sa ibinahaging post ng isang concern citizen na si Ronald Ancero Casil, nakita niya ang matandang si Lolo Tony Pano, mag-isa nalang sa buhay, at nagtitinda ng mga lamang dagat para pantustos sa kanyang pang-araw-araw na pangangailangan.",0
"I can't find anything more annoying than having that Binay song stuck in my head",1
"If I rank the 5 candidates it would be Santiago, Roxas, Duterte, Poe, Binay",0
"Sa sobrang ka-desperadohan ni Mar Roxas. Napapa-Duterte ako ng wala sa oras e!",1
"Kinakansela ko ang lahat ng lisensiya, mga binigay na permit sa mga estiblishments sa pagbebenta ng alak 200 meter radius sa lahat ng eskwelahan sa lungsod ng maynila,"" sabi ni Mayor Isko.",0
"Marami at sobrang lamang padin para sa karamihan sa mga tinaguriang ""Men in Uniform"" sa bansa na tumutupad at isinasapuso at isipan padin ang kanilang tungkuling ""To serve and Protect"".Katulad nalang ng isang kabutihang loob na ipinakita ng isang Pulis na si PCpl Reynaldo Moyaem mula sa Baguio City kung saan tinulungan niya ang isang matandang lalaki na palaboy nalang sa lansangan.",0
"Toni: ""Ano ang katangian niyo kung kaya't dapat kayong maging Big Winner?""

Binay: ""Nognog, pandak, at laki sa hirap.""",0
"Isa rin daw sa mga rason kung bakit ayaw ni Attorney Rivera na magkaanak ay ang ideya ng pagrerebelde ng anak.Mas nanaisin na lang daw niya na mag-alaga ng pusa at aso dahil sigurado daw siya na makakatikim daw si Elago sa ma alaga niya.",0
"@MeilouSirena @leahnavarro @popisunga There's overwhelming evidence Binay is a thief. While PNoy being apathetic is just subjective.",1
"Sa pakikipag-usap ni Pangulong Duterte sa ilang miyembrop ng media nitong Huwebes, sinabi ng Presidente na gusto niyang itali si De Lima sa rocket at paliparin patungong Sprtalys.",1
"Kawawa si ex boss Sir Tony Tiu ko. I dont know about his connection with Binay but he's a genuinely nice guy. Sad ako for him :(",0
"Nakakapuntangina talaga yung commercial ni mar roxas ????????",1
"This kind of mocking and rudeness has no space in a civilised society, especially coming from the secretary of the Department of Foreign Affairs that is the chief office for diplomatic affairs,"" sabi ni Kiko.",0
"Para kay Vice President Leni Robredo, magtatagumpay daw laban kontra-droga kahit walang dumadanak na dugo.",0
"Hindi rin siya minsan tumitigil sa pamamasada kahit pa sa maliit na kita at banta sa kanyang kalusugan upang may magagamit siya pera pantustos sa kanyang pag-aaral at sa kanyang pang araw-araw na gastusin.",0
"Ito'y nangangailangan ng mahaba-habang preparasyon at maging ng pinansyal na gastos.Sa okasyong ito, hindi mawawala ang ""Money Dance"" na naging tradisyon na ng mga bagong ikinakasal kung saan sasayaw sa gitna ang bagong mag-asawa, hanggang sa ang bawat isa sa kanila ay isasayaw ng mga taong dumalo sa kanilang selebrasyon.",0
"Mula Morayta ay tinungo ng mga magulang ang Mendiola para ipahayag ang kanilang pagtutol sa pinaggagawa ng mga rebeldeng komunista.",0
"Bush sa isang batang Pinoy.",0
"Watching the Mar Roxas interview on TV5 and he mentions ""Tuwid na daan"" like 9,999,999,999,999 times.",1
"Bat gusto ni binay na maging pangulo? Eh ngayong bise siya makati lang naman ang pinauunlad niya eh. ??",1
"Source: SMNI",0
"""@UlulYou: PANDAK
NOGNOG
INGKANTO
ITIM NA DWENDE
NOGNOG ULIT.

PERO MAY NAGAWA. YAN SI BINAY..."" ULIKBA PA. PFT. PERO GUMANDA MAKATI. HAHAHA",1
"Time will come. Karma will strike you down Mar Roxas.

 #DayaangDILAW",1
"Lalo pang uminit ang hidwaan nina Cristry Fermin, isang kilalang showbiz journalist at ng aktres na si Kris Aquino na kinasasangkutan din ni Manay Lolit Solis at Mr. Fu.",0
"Ako lang ba naiirita sa commercials ni binay? #ALDUBPreparePaMore",1
"""Daddy is going through a rough time.",0
"Isa sa mga inginangawa ni Ressa ay pagkitil daw ito sa malayang pamamahayag kahit na pribadong mamamayan ang nagsampa ng kaso laban sa kanya.",0
"I'm so full of these complexion shaming that's been going on with Binay. It's not funny ??????",1
"Abaya: Walang Sindikato 
Mar: May Sindikato pero nung una wala daw Yung totoo Mar Roxas? sariling interest lang talaga alam mo Perfume pa!",1
"Kinilala ang nagrereklamo na si Julieta Licup.",0
"#Binay, puro ka Makati. Ano'ng nagawa mo sa anim na taong pagka Vice President? #2016Elections",1
"Marami din umano sa mga kasamahan niyang photographers ang mga abonado na sa kanilang trabaho at kakarampot lang din ang binabayad sa kanila at hihingin lang ng libre ng malaking istasyon na kumikita ng malaking pera sa mula kanilang mga ipinapalabas sa ibat-ibang platforms.",0
"Leche ka Mar Roxas. Kairita ka",1
"Maya-maya ay may huminto ng taxi kay Nalah, ngunit bago pa siya makasakay ay hinawakan ng lalaki ang kanyang kamay ng mahigpit na mahigpit.",0
"Nais pa sanang ayusin ni Earlgie ang kanilang relasyon, ngunit mariing tumanggi ang kanyang misis na balikan pa ang dating buhay sa piling ng mister na isang pancake vendor.",0
"tho ang bullshit nga naman isipin na mas mataas pa si roxas at binay kay madam :( damn",1
"""Dumating sa point na madalas tayo di magkaintindihan, dahil sa time.",0
"Kwento ni Glor na nginitian din siya ng Tatay at nagkaroon pa sila ng maiksing kwentuhan.",0
"Hindi po madali, ngunit lahat pong ‘yan ay unti-unti naming sinosolusyunan hanggang ngayon.""",0
"Tinanggal ko at tinapon ko sa basurahan yung walang kakwenta kwentang bagay at walang magandang hatid sa lahat ng makakakita.",0
"Gayundin, ang mangyayaring paglubog ng lupa o ang tinatawag na sinkhole.Makalipas nga ang isang buwan, July 24, nakaranas ang Batangas ng malalakas na lindol at maging ang nakita niyang paglubog ng lupa.Photo credit to GMAAt nito lamang ngang nagdaang araw ay marami na namang ginulat ang psychic sa kanyang mga bagong prediksyon.",0
"Ahaha""""HAYOPPPP HAHAHAHAHAHAHHA MAY GALIT KAY TITSER""""Galing nmn sumagot hahaha""""Tawang tawa ako pri HAHAHAHAHAHA""""napaugly laugh talaga ako, hindi ko mapigilan""Samantala, may mga netizens din namang umalma at nagsabi na huwag na sanang pagtawanan ang bata at ituro na lang ang tama rito.",0
"Say NO to plunderers! A BIG NO to Binay!!!  https://t.co/oRSNYZ3k1V",1
"Its not possible for those parents na walang time to teach their children, dahil nag tatrabaho rin para may ipapakain sa mga bata.",0
"Kaawa-awa ka Mar Roxas or to any candidates under Ninoy Aquino's ticket, you all are being haunted by the... https://t.co/pm4m9C6pQa",1
"Dahil dito matunog din na lumabas ang isyu sa s3xuality ng actor at hanggang ngayon ay usap usapan pa rin ito.",0
"KASO DI PO BA KATANGGAP TANGGAP UNG REASON NA INEEXPLAIN KO SA INYO ??",0
"Niloko ko sa mama na pro binay ako. Ayun tinampal bibig ko sabi ""Wag ka nga magsasalita kung di din naman maganda sasabihin mo""",1
"*Mga larawan mula sa FacebookSubalit hindi ito posible dahil nasa gitna nga ng gamutan at sumasailalim sa chemo therapy ang kanyang ina kaya imposibleng makauwi muna ito.Sa kabila nito, hindi naman naputo ang kanilang komunikasyon at sa pamamagitan na lamang ng mga text messages nakaka pag-usap silang mag-ina.",0
"""WALA NANG MAKAKAPANTAY SA AKIN""

TEKA TAMA BA NARINIG KO? HOW TO BE U PO BINAY HE HE HE",1
"Para kay opposition senator Risa Hontiveros, mas kakayanin daw ni Vice President Leni Robredo na masolusyunan ang problema sa droga sa bansa kaysa kay Pangulong Rodrigo Roa Duterte.",0
"Grabeng kwento to. Magsama kayo ni Binay kuya! #MMKAte",1
"Mar Roxas' moronic ass is gonna lose. Not voting for him anymore.",1
"Mar Roxas needs a new PR Team... Pang highschool slogan nya hahaha ?????? https://t.co/5TRaeiRaCh",1
"Pinag-aral ng mga magulang sa unibersidad ng bayan, polisiya ng gobyerno, ang matrikula ay libre.",0
"Sa Facebook post ni Mendoza, nagbabala siya na huwag umanong ibibigay ang personal information kahit na kanino dahil gagamitin ito upang makapanloko ng kapwa.",0
"Bukod kasi rito, isa raw sa mga inaalala nya noon ay ang kanyang asawa na bed-ridden na.",0
"RT @rocky_ranter: Aminadong budol budol ang taktika ni Binay? Ano ito slip of the tongue, este, slip of the typing finger lang?  https://t.…",1
"BAKIT SI MAR https://t.co/xJJiRuDDJh #PHVoteDuterte #PHVoteRoxas #PHVotePoe #PHVoteSantiago",0
